MP name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,First part of the Postcode,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Startup spend,Remaining startup budget,Wind-up maximum budget available,Reason for budget set,Windup spend,Remaining windup budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Did the MP rent their accommodation from another MP during this financial year?,Accommodation spend,Remaining budget,First part of the Postcode,Travel/subsistence max budget,Travel/subs spend,Other costs maximum budget available,Other spend,Subtotal of other parliamentary costs,Overall total spend for this financial year
"Catherine West","Hornsey and Wood Green BC","","","£12,145.81","£0.00","","","","£147,156.33","£0.00","n/a","","£1,946.87","£0.00","n/a","","£0.00","£0.00","£161,249.01","","","","£0.00","£0.00","","Uncapped","£192.10","Uncapped","£437.19","£629.29","£161,878.30"
"Charles Walker","Broxbourne BC","","","£11,770.15","£0.00","","","","£142,106.80","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,876.95","","","","£0.00","£0.00","","Uncapped","£544.00","Uncapped","£25.08","£569.08","£154,446.03"
"Charlie Elphicke","Dover CC","","","£23,275.95","£0.00","","","","£154,563.12","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£177,839.07","","","","£0.00","£0.00","","Uncapped","£5,008.70","Uncapped","£0.00","£5,008.70","£182,847.77"
"Charlotte Leslie","Bristol North West BC","","","£23,268.86","£0.00","","","","£140,712.40","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£163,981.26","","","","£20,580.00","£0.00","","Uncapped","£3,934.05","Uncapped","£0.00","£24,514.05","£188,495.31"
"Cheryl Gillan","Chesham and Amersham CC","","","£21,899.17","£0.00","","","","£140,760.05","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,659.22","","","","£5,517.81","£0.00","","Uncapped","£2,088.35","Uncapped","£183.00","£7,789.16","£170,448.38"
"Chinyelu Onwurah","Newcastle upon Tyne Central BC","","","£19,332.66","£0.00","","","","£137,509.61","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£156,842.27","","","","£11,090.67","£0.00","","Uncapped","£15,259.30","Uncapped","£0.00","£26,349.97","£183,192.24"
"Chloe Smith","Norwich North BC","","","£18,840.68","£0.00","","","","£131,429.46","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£150,270.14","","","","£5,495.54","£0.00","","Uncapped","£3,916.63","Uncapped","£397.18","£9,809.35","£160,079.49"
"Chris Bryant","Rhondda CC","","","£18,522.20","£0.00","","","","£142,720.09","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£161,242.29","","","","£8,734.78","£0.00","","Uncapped","£12,028.86","Uncapped","£0.00","£20,763.64","£182,005.93"
"Chris Davies","Brecon and Radnorshire CC","","","£22,629.78","£0.00","","","","£135,624.19","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,253.97","","","","£25,220.04","£0.00","","Uncapped","£10,215.58","Uncapped","£0.00","£35,435.62","£193,689.59"
"Chris Evans","Islwyn CC","","","£11,484.21","£0.00","","","","£116,252.45","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£127,736.66","","","","£19,836.44","£0.00","","Uncapped","£6,042.30","Uncapped","£0.00","£25,878.74","£153,615.40"
"Chris Grayling","Epsom and Ewell BC","","","£12,445.52","£0.00","","","","£137,182.30","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£149,627.82","","","","£0.00","£0.00","","Uncapped","£203.40","Uncapped","£0.00","£203.40","£149,831.22"
"Chris Green","Bolton West CC","","","£16,105.52","£0.00","","","","£125,683.16","£0.00","n/a","","£760.34","£0.00","n/a","","£0.00","£0.00","£142,549.02","","","","£15,875.00","£0.00","","Uncapped","£9,621.90","Uncapped","£0.00","£25,496.90","£168,045.92"
"Chris Heaton-Harris","Daventry CC","","","£9,751.23","£0.00","","","","£125,053.40","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£134,804.63","","","","£20,020.59","£0.00","","Uncapped","£6,905.80","Uncapped","£0.00","£26,926.39","£161,731.02"
"Chris Law","Dundee West BC","","","£18,985.40","£0.00","","","","£139,747.77","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,733.17","","","","£21,446.98","£0.00","","Uncapped","£28,994.60","Uncapped","£0.00","£50,441.58","£209,174.75"
"Chris Matheson","City of Chester CC","","","£20,626.45","£0.00","","","","£139,376.21","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£160,002.66","","","","£824.34","£0.00","","Uncapped","£7,668.91","Uncapped","£0.00","£8,493.25","£168,495.91"
"Chris Philp","Croydon South BC","","","£3,750.78","£0.00","","","","£132,026.39","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£135,777.17","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£135,777.17"
"Chris Pincher","Tamworth CC","","","£16,934.37","£0.00","","","","£110,246.74","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£127,181.11","","","","£16,010.96","£0.00","","Uncapped","£6,086.78","Uncapped","£0.00","£22,097.74","£149,278.85"
"Chris Skidmore","Kingswood BC","","","£21,046.57","£0.00","","","","£124,431.79","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£145,478.36","","","","£20,965.26","£0.00","","Uncapped","£5,225.45","Uncapped","£0.00","£26,190.71","£171,669.07"
"Chris Stephens","Glasgow South West BC","","","£28,971.60","£0.00","","","","£141,683.80","£0.00","n/a","","£758.19","£0.00","n/a","","£0.00","£0.00","£171,413.59","","","","£20,466.79","£0.00","","Uncapped","£25,379.72","Uncapped","£0.00","£45,846.51","£217,260.10"
"Chris White","Warwick and Leamington BC","","","£18,200.80","£0.00","","","","£135,561.91","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,762.71","","","","£19,294.30","£0.00","","Uncapped","£2,687.15","Uncapped","£0.00","£21,981.45","£175,744.16"
"Christina Rees","Neath CC","","","£20,608.79","£0.00","","","","£130,161.58","£0.00","n/a","","£3.70","£0.00","n/a","","£0.00","£0.00","£150,774.07","","","","£18,450.00","£0.00","","Uncapped","£8,710.06","Uncapped","£0.00","£27,160.06","£177,934.13"
"Christopher Chope","Christchurch CC","","","£22,325.94","£0.00","","","","£93,210.16","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£115,536.10","","","","£8,164.66","£0.00","","Uncapped","£7,778.15","Uncapped","£216.00","£16,158.81","£131,694.91"
"Christopher Elmore","Ogmore CC","","","£21,147.14","£0.00","","","","£128,392.47","£0.00","n/a","","£5,993.02","£0.00","n/a","","£0.00","£0.00","£155,532.63","","","","£15,119.00","£0.00","","Uncapped","£12,960.66","Uncapped","£0.00","£28,079.66","£183,612.29"
"Christopher Leslie","Nottingham East BC","","","£16,977.67","£0.00","","","","£136,680.03","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,657.70","","","","£10,238.72","£0.00","","Uncapped","£5,372.81","Uncapped","£0.00","£15,611.53","£169,269.23"
"Chuka Umunna","Streatham BC","","","£21,312.02","£0.00","","","","£151,254.42","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£172,566.44","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£172,566.44"
"Claire Perry","Devizes CC","","","£23,532.96","£0.00","","","","£128,834.86","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£152,367.82","","","","£25,902.14","£0.00","","Uncapped","£9,088.72","Uncapped","£80.00","£35,070.86","£187,438.68"
"Clive Betts","Sheffield South East BC","","","£20,594.64","£0.00","","","","£137,533.49","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,128.13","","","","£20,954.58","£0.00","","Uncapped","£8,744.45","Uncapped","£0.00","£29,699.03","£187,827.16"
"Clive Efford","Eltham BC","","","£19,974.42","£0.00","","","","£154,607.73","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£174,582.15","","","","£0.00","£0.00","","Uncapped","£360.00","Uncapped","£0.00","£360.00","£174,942.15"
"Clive Lewis","Norwich South BC","","","£22,181.31","£0.00","","","","£134,256.94","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£156,438.25","","","","£20,810.11","£0.00","","Uncapped","£4,025.50","Uncapped","£0.00","£24,835.61","£181,273.86"
"Colleen Fletcher","Coventry North East BC","","","£11,078.69","£0.00","","","","£111,210.00","£0.00","n/a","","£120.93","£0.00","n/a","","£0.00","£0.00","£122,409.62","","","","£17,352.97","£0.00","","Uncapped","£5,201.83","Uncapped","£304.80","£22,859.60","£145,269.22"
"Conor Burns","Bournemouth West BC","","","£9,235.68","£0.00","","","","£116,162.53","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,398.21","","","","£19,958.67","£0.00","","Uncapped","£4,200.59","Uncapped","£0.00","£24,159.26","£149,557.47"
"Conor McGinn","St Helens North BC","","","£22,412.63","£0.00","","","","£140,234.85","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,647.48","","","","£11,250.06","£0.00","","Uncapped","£10,576.74","Uncapped","£0.00","£21,826.80","£184,474.28"
"Corri Wilson","Ayr, Carrick and Cumnock CC","","","£24,270.46","£0.00","","","","£140,889.57","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£165,160.03","","","","£19,902.24","£0.00","","Uncapped","£23,547.08","Uncapped","£0.00","£43,449.32","£208,609.35"
"Craig Mackinlay","South Thanet CC","","","£23,015.08","£0.00","","","","£143,602.94","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£166,618.02","","","","£20,599.92","£0.00","","Uncapped","£7,499.79","Uncapped","£0.00","£28,099.71","£194,717.73"
"Craig Tracey","North Warwickshire CC","","","£16,000.24","£0.00","","","","£111,559.86","£0.00","n/a","","£196.74","£0.00","n/a","","£0.00","£0.00","£127,756.84","","","","£20,540.81","£0.00","","Uncapped","£6,153.26","Uncapped","£0.00","£26,694.07","£154,450.91"
"Craig Whittaker","Calder Valley CC","","","£24,017.89","£0.00","","","","£141,356.81","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£165,374.70","","","","£19,080.91","£0.00","","Uncapped","£9,517.54","Uncapped","£0.00","£28,598.45","£193,973.15"
"Craig Williams","Cardiff North BC","","","£24,754.55","£0.00","","","","£136,016.52","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£160,771.07","","","","£23,362.25","£0.00","","Uncapped","£10,917.14","Uncapped","£160.00","£34,439.39","£195,210.46"
"Crispin Blunt","Reigate BC","","","£20,543.65","£0.00","","","","£148,473.74","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£169,017.39","","","","£0.00","£0.00","","Uncapped","£2,286.65","Uncapped","£0.00","£2,286.65","£171,304.04"
"Damian Collins","Folkestone and Hythe CC","","","£15,264.63","£0.00","","","","£131,722.47","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,987.10","","","","£25,179.79","£0.00","","Uncapped","£7,898.66","Uncapped","£1,327.10","£34,405.55","£181,392.65"
"Damian Green","Ashford CC","","","£12,434.08","£0.00","","","","£131,098.07","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,532.15","","","","£5,745.79","£0.00","","Uncapped","£2,875.85","Uncapped","£0.00","£8,621.64","£152,153.79"
"Damian Hinds","East Hampshire CC","","","£3,131.77","£0.00","","","","£100,689.02","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£103,820.79","","","","£10,190.26","£0.00","","Uncapped","£3,902.84","Uncapped","£0.00","£14,093.10","£117,913.89"
"Dan Jarvis","Barnsley Central BC","","","£22,356.03","£0.00","","","","£141,820.33","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£164,176.36","","","","£23,771.12","£0.00","","Uncapped","£17,445.43","Uncapped","£328.80","£41,545.35","£205,721.71"
"Dan Rogerson","North Cornwall CC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£0.00","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£134.43","£134.43","£134.43"
"Daniel Kawczynski","Shrewsbury and Atcham CC","","","£12,932.66","£0.00","","","","£138,214.20","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£151,146.86","","","","£23,030.82","£0.00","","Uncapped","£9,389.76","Uncapped","£0.00","£32,420.58","£183,567.44"
"Daniel Poulter","Central Suffolk and North Ipswich CC","","","£23,114.61","£0.00","","","","£136,278.71","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£159,393.32","","","","£21,008.95","£0.00","","Uncapped","£12,920.47","Uncapped","£0.00","£33,929.42","£193,322.74"
"Daniel Zeichner","Cambridge BC","","","£21,153.99","£0.00","","","","£139,867.46","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£161,021.45","","","","£0.00","£0.00","","Uncapped","£4,703.23","Uncapped","£0.00","£4,703.23","£165,724.68"
"Danny Kinahan","South Antrim","","","£26,052.92","£0.00","","","","£141,325.67","£0.00","n/a","","£750.00","£0.00","n/a","","£0.00","£0.00","£168,128.59","","","","£13,341.85","£0.00","","Uncapped","£25,067.13","Uncapped","£0.00","£38,408.98","£206,537.57"
"David Amess","Southend West BC","","","£11,837.29","£0.00","","","","£130,318.06","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,155.35","","","","£0.00","£0.00","","Uncapped","£5,963.39","Uncapped","£0.00","£5,963.39","£148,118.74"
"David Anderson","Blaydon BC","","","£20,125.80","£0.00","","","","£148,181.28","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£168,307.08","","","","£19,941.31","£0.00","","Uncapped","£10,533.20","Uncapped","£0.00","£30,474.51","£198,781.59"
"David Burrowes","Enfield, Southgate BC","","","£19,251.75","£0.00","","","","£129,841.14","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£149,092.89","","","","£0.00","£0.00","","Uncapped","£221.70","Uncapped","£0.00","£221.70","£149,314.59"
"David Cameron","Witney CC","","","£2,200.27","£0.00","","","","£52,139.30","£0.00","n/a","","£0.00","£0.00","n/a","","£47,370.05","£0.00","£101,709.62","","","","£0.00","£0.00","","Uncapped","£393.00","Uncapped","£0.00","£393.00","£102,102.62"
"David Crausby","Bolton North East BC","","","£20,857.02","£0.00","","","","£123,266.09","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£144,123.11","","","","£20,538.36","£0.00","","Uncapped","£7,803.37","Uncapped","£0.00","£28,341.73","£172,464.84"
"David Davies","Monmouth CC","","","£18,874.93","£0.00","","","","£128,338.70","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£147,213.63","","","","£10,153.94","£0.00","","Uncapped","£10,559.62","Uncapped","£0.00","£20,713.56","£167,927.19"
"David Davis","Haltemprice and Howden CC","","","£8,858.34","£0.00","","","","£113,350.61","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£122,208.95","","","","£19,076.93","£0.00","","Uncapped","£6,754.54","Uncapped","£0.00","£25,831.47","£148,040.42"
"David Evennett","Bexleyheath and Crayford BC","","","£9,236.79","£0.00","","","","£122,021.01","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£131,257.80","","","","£0.00","£0.00","","Uncapped","£505.52","Uncapped","£0.00","£505.52","£131,763.32"
"David Gauke","South West Hertfordshire CC","","","£15,990.14","£0.00","","","","£111,851.67","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£127,841.81","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£127,841.81"
"David Hanson","Delyn CC","","","£19,877.06","£0.00","","","","£123,428.07","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,305.13","","","","£22,570.37","£0.00","","Uncapped","£7,131.65","Uncapped","£0.00","£29,702.02","£173,007.15"
"David Jones","Clwyd West CC","","","£10,159.87","£0.00","","","","£129,262.36","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£139,422.23","","","","£19,749.00","£0.00","","Uncapped","£7,221.95","Uncapped","£0.00","£26,970.95","£166,393.18"
"David Lammy","Tottenham BC","","","£18,384.16","£0.00","","","","£144,755.68","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£163,139.84","","","","£0.00","£0.00","","Uncapped","£2,401.20","Uncapped","£0.00","£2,401.20","£165,541.04"
"David Lidington","Aylesbury CC","","","£8,446.24","£0.00","","","","£130,931.99","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£139,378.23","","","","£14,850.00","£0.00","","Uncapped","£2,325.64","Uncapped","£0.00","£17,175.64","£156,553.87"
"David Mackintosh","Northampton South BC","","","£22,654.68","£0.00","","","","£130,916.50","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,571.18","","","","£20,541.57","£0.00","","Uncapped","£8,152.43","Uncapped","£0.00","£28,694.00","£182,265.18"
"David Morris","Morecambe and Lunesdale CC","","","£23,369.43","£0.00","","","","£97,911.28","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£121,280.71","","","","£16,362.67","£0.00","","Uncapped","£36,847.28","Uncapped","£0.00","£53,209.95","£174,490.66"
"David Mowat","Warrington South BC","","","£22,052.44","£0.00","","","","£132,832.70","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£154,885.14","","","","£0.00","£0.00","","Uncapped","£13,786.30","Uncapped","£0.00","£13,786.30","£168,671.44"
"David Mundell","Dumfriesshire, Clydesdale and Tweeddale CC","","","£22,784.11","£0.00","","","","£139,422.42","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,206.53","","","","£20,166.12","£0.00","","Uncapped","£13,397.95","Uncapped","£0.00","£33,564.07","£195,770.60"
"David Nuttall","Bury North BC","","","£15,040.87","£0.00","","","","£131,802.66","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,843.53","","","","£20,662.33","£0.00","","Uncapped","£4,157.55","Uncapped","£0.00","£24,819.88","£171,663.41"
"David Rutley","Macclesfield CC","","","£8,590.68","£0.00","","","","£135,255.16","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,845.84","","","","£20,527.03","£0.00","","Uncapped","£6,131.65","Uncapped","£0.00","£26,658.68","£170,504.52"
